,img_path,ground_truth,top_predict,Prediction,accuracy,top_1_accuracy,top_5_accuracy,precision,recall,time,image
51,,"['person', 'bus', 'bus', 'book']",[],,0.0,0.0,0.0,0.0,0.0,0.11854229999971722,/home/suphale/WorkSpace/test_images/000000117121.jpg
52,,"['person', 'bus', 'bus', 'book']",[],,0.0,0.0,0.0,0.0,0.0,0.11526770000000397,/home/suphale/WorkSpace/test_images/000000117121.jpg
53,,"['person', 'bus', 'bus', 'book']",[],,0.0,0.0,0.0,0.0,0.0,0.12494640000022628,/home/suphale/WorkSpace/test_images/000000117121.jpg
54,,"['person', 'bus', 'bus', 'book']",[],,0.0,0.0,0.0,0.0,0.0,0.11647560000074009,/home/suphale/WorkSpace/test_images/000000117121.jpg
55,,"['person', 'bus', 'bus', 'book']",[],,0.0,0.0,0.0,0.0,0.0,0.11397540000052686,/home/suphale/WorkSpace/test_images/000000117121.jpg
56,,"['person', 'bus', 'bus', 'book']",[],,0.0,0.0,0.0,0.0,0.0,0.12185490000047139,/home/suphale/WorkSpace/test_images/000000117121.jpg
57,,"['person', 'bus', 'bus', 'book']",[],,0.0,0.0,0.0,0.0,0.0,0.1269795999996859,/home/suphale/WorkSpace/test_images/000000117121.jpg
58,,"['person', 'bus', 'bus', 'book']",[],,0.0,0.0,0.0,0.0,0.0,0.1254905999994662,/home/suphale/WorkSpace/test_images/000000117121.jpg
59,,"['person', 'bus', 'bus', 'book']",[],,0.0,0.0,0.0,0.0,0.0,0.12340129999938654,/home/suphale/WorkSpace/test_images/000000117121.jpg
60,,"['person', 'bus', 'bus', 'book']",[],,0.0,0.0,0.0,0.0,0.0,0.13940830000046844,/home/suphale/WorkSpace/test_images/000000117121.jpg
61,,"['person', 'bus', 'bus', 'book']",[],,0.0,0.0,0.0,0.0,0.0,0.12376290000065637,/home/suphale/WorkSpace/test_images/000000117121.jpg
62,,"['person', 'bus', 'bus', 'book']",[],,0.0,0.0,0.0,0.0,0.0,0.12024740000015299,/home/suphale/WorkSpace/test_images/000000117121.jpg
63,,"['person', 'bus', 'bus', 'book']",[],,0.0,0.0,0.0,0.0,0.0,0.1181445000001986,/home/suphale/WorkSpace/test_images/000000117121.jpg
64,,"['person', 'bus', 'bus', 'book']",[],,0.0,0.0,0.0,0.0,0.0,0.12080689999947936,/home/suphale/WorkSpace/test_images/000000117121.jpg
65,,"['person', 'bus', 'bus', 'book']",[],,0.0,0.0,0.0,0.0,0.0,0.2415989000000991,/home/suphale/WorkSpace/test_images/000000117121.jpg
66,,"['person', 'bus', 'bus', 'book']",[],,0.0,0.0,0.0,0.0,0.0,0.2017602000005354,/home/suphale/WorkSpace/test_images/000000117121.jpg
67,,"['person', 'bus', 'bus', 'book']",[],,0.0,0.0,0.0,0.0,0.0,0.13042420000056154,/home/suphale/WorkSpace/test_images/000000117121.jpg
68,,"['person', 'bus', 'bus', 'book']",[],,0.0,0.0,0.0,0.0,0.0,0.12832059999982448,/home/suphale/WorkSpace/test_images/000000117121.jpg
69,,"['person', 'bus', 'bus', 'book']",[],,0.0,0.0,0.0,0.0,0.0,0.12909879999915574,/home/suphale/WorkSpace/test_images/000000117121.jpg
70,,"['person', 'bus', 'bus', 'book']",[],,0.0,0.0,0.0,0.0,0.0,0.12284439999984897,/home/suphale/WorkSpace/test_images/000000117121.jpg
71,,"['person', 'bus', 'bus', 'book']",[],,0.0,0.0,0.0,0.0,0.0,0.11979340000016236,/home/suphale/WorkSpace/test_images/000000117121.jpg
72,,"['person', 'bus', 'bus', 'book']",[],,0.0,0.0,0.0,0.0,0.0,0.1313875999994707,/home/suphale/WorkSpace/test_images/000000117121.jpg
73,,"['person', 'bus', 'bus', 'book']",[],,0.0,0.0,0.0,0.0,0.0,0.11851759999990463,/home/suphale/WorkSpace/test_images/000000117121.jpg
74,,"['person', 'bus', 'bus', 'book']",[],,0.0,0.0,0.0,0.0,0.0,0.1269431999999142,/home/suphale/WorkSpace/test_images/000000117121.jpg
75,,"['person', 'bus', 'bus', 'book']",[],,0.0,0.0,0.0,0.0,0.0,0.11979090000022552,/home/suphale/WorkSpace/test_images/000000117121.jpg
76,,"['person', 'bus', 'bus', 'book']",[],,0.0,0.0,0.0,0.0,0.0,0.12975769999957265,/home/suphale/WorkSpace/test_images/000000117121.jpg
77,,"['person', 'bus', 'bus', 'book']",[],,0.0,0.0,0.0,0.0,0.0,0.1315789999998742,/home/suphale/WorkSpace/test_images/000000117121.jpg
78,,"['person', 'bus', 'bus', 'book']",[],,0.0,0.0,0.0,0.0,0.0,0.12551239999993413,/home/suphale/WorkSpace/test_images/000000117121.jpg
79,,"['person', 'bus', 'bus', 'book']",[],,0.0,0.0,0.0,0.0,0.0,0.13615399999980582,/home/suphale/WorkSpace/test_images/000000117121.jpg
80,,"['person', 'bus', 'bus', 'book']",[],,0.0,0.0,0.0,0.0,0.0,0.12121529999967606,/home/suphale/WorkSpace/test_images/000000117121.jpg
81,,"['person', 'bus', 'bus', 'book']",[],,0.0,0.0,0.0,0.0,0.0,0.12072260000059032,/home/suphale/WorkSpace/test_images/000000117121.jpg
82,,"['person', 'bus', 'bus', 'book']",[],,0.0,0.0,0.0,0.0,0.0,0.12590519999957905,/home/suphale/WorkSpace/test_images/000000117121.jpg
83,,"['person', 'bus', 'bus', 'book']",[],,0.0,0.0,0.0,0.0,0.0,0.12149120000049152,/home/suphale/WorkSpace/test_images/000000117121.jpg
84,,"['person', 'bus', 'bus', 'book']",[],,0.0,0.0,0.0,0.0,0.0,0.12041729999964446,/home/suphale/WorkSpace/test_images/000000117121.jpg
85,,"['person', 'bus', 'bus', 'book']",[],,0.0,0.0,0.0,0.0,0.0,0.12775630000032834,/home/suphale/WorkSpace/test_images/000000117121.jpg
86,,"['person', 'bus', 'bus', 'book']",[],,0.0,0.0,0.0,0.0,0.0,0.12638299999980518,/home/suphale/WorkSpace/test_images/000000117121.jpg
87,,"['person', 'bus', 'bus', 'book']",[],,0.0,0.0,0.0,0.0,0.0,0.1338142999993579,/home/suphale/WorkSpace/test_images/000000117121.jpg
88,,"['person', 'bus', 'bus', 'book']",[],,0.0,0.0,0.0,0.0,0.0,0.1309478000002855,/home/suphale/WorkSpace/test_images/000000117121.jpg
89,,"['person', 'bus', 'bus', 'book']",[],,0.0,0.0,0.0,0.0,0.0,0.12451259999943431,/home/suphale/WorkSpace/test_images/000000117121.jpg
90,,"['person', 'bus', 'bus', 'book']",[],,0.0,0.0,0.0,0.0,0.0,0.12653669999963313,/home/suphale/WorkSpace/test_images/000000117121.jpg
91,,"['person', 'bus', 'bus', 'book']",[],,0.0,0.0,0.0,0.0,0.0,0.1265043000003061,/home/suphale/WorkSpace/test_images/000000117121.jpg
92,,"['person', 'bus', 'bus', 'book']",[],,0.0,0.0,0.0,0.0,0.0,0.1288749999994252,/home/suphale/WorkSpace/test_images/000000117121.jpg
93,,"['person', 'bus', 'bus', 'book']",[],,0.0,0.0,0.0,0.0,0.0,0.12371760000041832,/home/suphale/WorkSpace/test_images/000000117121.jpg
94,,"['person', 'bus', 'bus', 'book']",[],,0.0,0.0,0.0,0.0,0.0,0.12892050000027666,/home/suphale/WorkSpace/test_images/000000117121.jpg
95,,"['person', 'bus', 'bus', 'book']",[],,0.0,0.0,0.0,0.0,0.0,0.12546819999988656,/home/suphale/WorkSpace/test_images/000000117121.jpg
96,,"['person', 'bus', 'bus', 'book']",[],,0.0,0.0,0.0,0.0,0.0,0.14298869999947783,/home/suphale/WorkSpace/test_images/000000117121.jpg
97,,"['person', 'bus', 'bus', 'book']",[],,0.0,0.0,0.0,0.0,0.0,0.1274081000001388,/home/suphale/WorkSpace/test_images/000000117121.jpg
98,,"['person', 'bus', 'bus', 'book']",[],,0.0,0.0,0.0,0.0,0.0,0.15237049999996088,/home/suphale/WorkSpace/test_images/000000117121.jpg
99,,"['person', 'bus', 'bus', 'book']",[],,0.0,0.0,0.0,0.0,0.0,0.12602779999997438,/home/suphale/WorkSpace/test_images/000000117121.jpg
100,,"['person', 'bus', 'bus', 'book']",[],,0.0,0.0,0.0,0.0,0.0,0.12494079999942187,/home/suphale/WorkSpace/test_images/000000117121.jpg
101,,"['person', 'bus', 'bus', 'book']",[],,0.0,0.0,0.0,0.0,0.0,0.1333279999998922,/home/suphale/WorkSpace/test_images/000000117121.jpg
102,,"['person', 'bus', 'bus', 'book']",[],,0.0,0.0,0.0,0.0,0.0,0.1262354000000414,/home/suphale/WorkSpace/test_images/000000117121.jpg
103,,"['person', 'bus', 'bus', 'book']",[],,0.0,0.0,0.0,0.0,0.0,0.12518780000027618,/home/suphale/WorkSpace/test_images/000000117121.jpg
104,,"['person', 'bus', 'bus', 'book']",[],,0.0,0.0,0.0,0.0,0.0,0.12243709999984276,/home/suphale/WorkSpace/test_images/000000117121.jpg
105,,"['person', 'bus', 'bus', 'book']",[],,0.0,0.0,0.0,0.0,0.0,0.12830789999952685,/home/suphale/WorkSpace/test_images/000000117121.jpg
106,,"['person', 'bus', 'bus', 'book']",[],,0.0,0.0,0.0,0.0,0.0,0.12991969999984576,/home/suphale/WorkSpace/test_images/000000117121.jpg
107,,"['person', 'bus', 'bus', 'book']",[],,0.0,0.0,0.0,0.0,0.0,0.12969070000053762,/home/suphale/WorkSpace/test_images/000000117121.jpg
108,,"['person', 'bus', 'bus', 'book']",[],,0.0,0.0,0.0,0.0,0.0,0.13150519999999233,/home/suphale/WorkSpace/test_images/000000117121.jpg
109,,"['person', 'bus', 'bus', 'book']",[],,0.0,0.0,0.0,0.0,0.0,0.12145450000025448,/home/suphale/WorkSpace/test_images/000000117121.jpg
110,,"['person', 'bus', 'bus', 'book']",[],,0.0,0.0,0.0,0.0,0.0,0.11858829999982845,/home/suphale/WorkSpace/test_images/000000117121.jpg
111,,"['person', 'bus', 'bus', 'book']",[],,0.0,0.0,0.0,0.0,0.0,0.12439799999992829,/home/suphale/WorkSpace/test_images/000000117121.jpg
112,,"['person', 'bus', 'bus', 'book']",[],,0.0,0.0,0.0,0.0,0.0,0.12332189999960974,/home/suphale/WorkSpace/test_images/000000117121.jpg
113,,"['person', 'bus', 'bus', 'book']",[],,0.0,0.0,0.0,0.0,0.0,0.11888360000011744,/home/suphale/WorkSpace/test_images/000000117121.jpg
114,,"['person', 'bus', 'bus', 'book']",[],,0.0,0.0,0.0,0.0,0.0,0.12431909999941126,/home/suphale/WorkSpace/test_images/000000117121.jpg
115,,"['person', 'bus', 'bus', 'book']",[],,0.0,0.0,0.0,0.0,0.0,0.13973480000004201,/home/suphale/WorkSpace/test_images/000000117121.jpg
116,,"['person', 'bus', 'bus', 'book']",[],,0.0,0.0,0.0,0.0,0.0,0.12926060000063444,/home/suphale/WorkSpace/test_images/000000117121.jpg
117,,"['person', 'bus', 'bus', 'book']",[],,0.0,0.0,0.0,0.0,0.0,0.11988619999920047,/home/suphale/WorkSpace/test_images/000000117121.jpg
118,,"['person', 'bus', 'bus', 'book']",[],,0.0,0.0,0.0,0.0,0.0,0.12056320000010601,/home/suphale/WorkSpace/test_images/000000117121.jpg
119,,"['person', 'bus', 'bus', 'book']",[],,0.0,0.0,0.0,0.0,0.0,0.11992720000034751,/home/suphale/WorkSpace/test_images/000000117121.jpg
120,,"['person', 'bus', 'bus', 'book']",[],,0.0,0.0,0.0,0.0,0.0,0.12353179999990971,/home/suphale/WorkSpace/test_images/000000117121.jpg
121,,"['person', 'bus', 'bus', 'book']",[],,0.0,0.0,0.0,0.0,0.0,0.12428679999993619,/home/suphale/WorkSpace/test_images/000000117121.jpg
122,,"['person', 'bus', 'bus', 'book']",[],,0.0,0.0,0.0,0.0,0.0,0.12378639999951702,/home/suphale/WorkSpace/test_images/000000117121.jpg
123,,"['person', 'bus', 'bus', 'book']",[],,0.0,0.0,0.0,0.0,0.0,0.1283094999998866,/home/suphale/WorkSpace/test_images/000000117121.jpg
124,,"['person', 'bus', 'bus', 'book']",[],,0.0,0.0,0.0,0.0,0.0,0.12840140000025713,/home/suphale/WorkSpace/test_images/000000117121.jpg
125,,"['person', 'bus', 'bus', 'book']",[],,0.0,0.0,0.0,0.0,0.0,0.11985719999938738,/home/suphale/WorkSpace/test_images/000000117121.jpg
126,,"['person', 'bus', 'bus', 'book']",[],,0.0,0.0,0.0,0.0,0.0,0.11924199999975826,/home/suphale/WorkSpace/test_images/000000117121.jpg
127,,"['person', 'bus', 'bus', 'book']",[],,0.0,0.0,0.0,0.0,0.0,0.13262570000006235,/home/suphale/WorkSpace/test_images/000000117121.jpg
128,,"['person', 'bus', 'bus', 'book']",[],,0.0,0.0,0.0,0.0,0.0,0.11891349999950762,/home/suphale/WorkSpace/test_images/000000117121.jpg
129,,"['person', 'bus', 'bus', 'book']",[],,0.0,0.0,0.0,0.0,0.0,0.11779019999994489,/home/suphale/WorkSpace/test_images/000000117121.jpg
130,,"['person', 'bus', 'bus', 'book']",[],,0.0,0.0,0.0,0.0,0.0,0.13177099999938946,/home/suphale/WorkSpace/test_images/000000117121.jpg
131,,"['person', 'bus', 'bus', 'book']",[],,0.0,0.0,0.0,0.0,0.0,0.12901590000001306,/home/suphale/WorkSpace/test_images/000000117121.jpg
132,,"['person', 'bus', 'bus', 'book']",[],,0.0,0.0,0.0,0.0,0.0,0.12220449999949778,/home/suphale/WorkSpace/test_images/000000117121.jpg
133,,"['person', 'bus', 'bus', 'book']",[],,0.0,0.0,0.0,0.0,0.0,0.12336239999967802,/home/suphale/WorkSpace/test_images/000000117121.jpg
134,,"['person', 'bus', 'bus', 'book']",[],,0.0,0.0,0.0,0.0,0.0,0.11912200000006123,/home/suphale/WorkSpace/test_images/000000117121.jpg
135,,"['person', 'bus', 'bus', 'book']",[],,0.0,0.0,0.0,0.0,0.0,0.1256996000001891,/home/suphale/WorkSpace/test_images/000000117121.jpg
136,,"['person', 'bus', 'bus', 'book']",[],,0.0,0.0,0.0,0.0,0.0,0.13294020000012097,/home/suphale/WorkSpace/test_images/000000117121.jpg
137,,"['person', 'bus', 'bus', 'book']",[],,0.0,0.0,0.0,0.0,0.0,0.12637239999912708,/home/suphale/WorkSpace/test_images/000000117121.jpg
138,,"['person', 'bus', 'bus', 'book']",[],,0.0,0.0,0.0,0.0,0.0,0.12153570000009495,/home/suphale/WorkSpace/test_images/000000117121.jpg
139,,"['person', 'bus', 'bus', 'book']",[],,0.0,0.0,0.0,0.0,0.0,0.12944920000063576,/home/suphale/WorkSpace/test_images/000000117121.jpg
140,,"['person', 'bus', 'bus', 'book']",[],,0.0,0.0,0.0,0.0,0.0,0.1293932999997196,/home/suphale/WorkSpace/test_images/000000117121.jpg
141,,"['person', 'bus', 'bus', 'book']",[],,0.0,0.0,0.0,0.0,0.0,0.12858979999964504,/home/suphale/WorkSpace/test_images/000000117121.jpg
142,,"['person', 'bus', 'bus', 'book']",[],,0.0,0.0,0.0,0.0,0.0,0.12834759999987,/home/suphale/WorkSpace/test_images/000000117121.jpg
143,,"['person', 'bus', 'bus', 'book']",[],,0.0,0.0,0.0,0.0,0.0,0.1232149000006757,/home/suphale/WorkSpace/test_images/000000117121.jpg
144,,"['person', 'bus', 'bus', 'book']",[],,0.0,0.0,0.0,0.0,0.0,0.12750319999940984,/home/suphale/WorkSpace/test_images/000000117121.jpg
145,,"['person', 'bus', 'bus', 'book']",[],,0.0,0.0,0.0,0.0,0.0,0.1291138000005958,/home/suphale/WorkSpace/test_images/000000117121.jpg
146,,"['person', 'bus', 'bus', 'book']",[],,0.0,0.0,0.0,0.0,0.0,0.11888809999982186,/home/suphale/WorkSpace/test_images/000000117121.jpg
147,,"['person', 'bus', 'bus', 'book']",[],,0.0,0.0,0.0,0.0,0.0,0.13349470000048314,/home/suphale/WorkSpace/test_images/000000117121.jpg
148,,"['person', 'bus', 'bus', 'book']",[],,0.0,0.0,0.0,0.0,0.0,0.12185150000004796,/home/suphale/WorkSpace/test_images/000000117121.jpg
149,,"['person', 'bus', 'bus', 'book']",[],,0.0,0.0,0.0,0.0,0.0,0.16094320000047446,/home/suphale/WorkSpace/test_images/000000117121.jpg
150,,"['person', 'bus', 'bus', 'book']",[],,0.0,0.0,0.0,0.0,0.0,0.12075869999989663,/home/suphale/WorkSpace/test_images/000000117121.jpg
151,,"['person', 'bus', 'bus', 'book']",[],,0.0,0.0,0.0,0.0,0.0,0.11906079999971553,/home/suphale/WorkSpace/test_images/000000117121.jpg
152,,"['person', 'bus', 'bus', 'book']",[],,0.0,0.0,0.0,0.0,0.0,0.12094280000019353,/home/suphale/WorkSpace/test_images/000000117121.jpg
153,,"['person', 'bus', 'bus', 'book']",[],,0.0,0.0,0.0,0.0,0.0,0.12501919999976963,/home/suphale/WorkSpace/test_images/000000117121.jpg
154,,"['person', 'bus', 'bus', 'book']",[],,0.0,0.0,0.0,0.0,0.0,0.1225734999998167,/home/suphale/WorkSpace/test_images/000000117121.jpg
155,,"['person', 'bus', 'bus', 'book']",[],,0.0,0.0,0.0,0.0,0.0,0.13718789999984438,/home/suphale/WorkSpace/test_images/000000117121.jpg
156,,"['person', 'bus', 'bus', 'book']",[],,0.0,0.0,0.0,0.0,0.0,0.13317339999957767,/home/suphale/WorkSpace/test_images/000000117121.jpg
157,,"['person', 'bus', 'bus', 'book']",[],,0.0,0.0,0.0,0.0,0.0,0.1521976000003633,/home/suphale/WorkSpace/test_images/000000117121.jpg
158,,"['person', 'bus', 'bus', 'book']",[],,0.0,0.0,0.0,0.0,0.0,0.12107099999957427,/home/suphale/WorkSpace/test_images/000000117121.jpg
159,,"['person', 'bus', 'bus', 'book']",[],,0.0,0.0,0.0,0.0,0.0,0.12360179999996035,/home/suphale/WorkSpace/test_images/000000117121.jpg
160,,"['person', 'bus', 'bus', 'book']",[],,0.0,0.0,0.0,0.0,0.0,0.11935329999960231,/home/suphale/WorkSpace/test_images/000000117121.jpg
161,,"['person', 'bus', 'bus', 'book']",[],,0.0,0.0,0.0,0.0,0.0,0.13187479999942298,/home/suphale/WorkSpace/test_images/000000117121.jpg
162,,"['person', 'bus', 'bus', 'book']",[],,0.0,0.0,0.0,0.0,0.0,0.12868650000018533,/home/suphale/WorkSpace/test_images/000000117121.jpg
163,,"['person', 'bus', 'bus', 'book']",[],,0.0,0.0,0.0,0.0,0.0,0.1308457000004637,/home/suphale/WorkSpace/test_images/000000117121.jpg
164,,"['person', 'bus', 'bus', 'book']",[],,0.0,0.0,0.0,0.0,0.0,0.12991359999978158,/home/suphale/WorkSpace/test_images/000000117121.jpg
165,,"['person', 'bus', 'bus', 'book']",[],,0.0,0.0,0.0,0.0,0.0,0.12043690000064089,/home/suphale/WorkSpace/test_images/000000117121.jpg
166,,"['person', 'bus', 'bus', 'book']",[],,0.0,0.0,0.0,0.0,0.0,0.1329466000006505,/home/suphale/WorkSpace/test_images/000000117121.jpg
167,,"['person', 'bus', 'bus', 'book']",[],,0.0,0.0,0.0,0.0,0.0,0.13136349999967933,/home/suphale/WorkSpace/test_images/000000117121.jpg
168,,"['person', 'bus', 'bus', 'book']",[],,0.0,0.0,0.0,0.0,0.0,0.12919919999967533,/home/suphale/WorkSpace/test_images/000000117121.jpg
169,,"['person', 'bus', 'bus', 'book']",[],,0.0,0.0,0.0,0.0,0.0,0.12909450000006473,/home/suphale/WorkSpace/test_images/000000117121.jpg
170,,"['person', 'bus', 'bus', 'book']",[],,0.0,0.0,0.0,0.0,0.0,0.12748819999978878,/home/suphale/WorkSpace/test_images/000000117121.jpg
